"","attribute","t.stat.16","t.pval.16","t.pval.adj.16","t.stat","t.pval","cohen.d","t.pval.adj"
"228","var318",0.711774104023848,0.238328294031316,1,1.76905111374314,0.0384812495767375,0.0562925482683642,1
"229","var235",0.691428627318245,0.244673203921721,1,0.637632583891434,0.261874918980453,0.0202899524651055,1
"230","var791",0.680752036325726,0.248038843877802,1,0.459421950873709,0.322978235118874,0.0146191549493348,1
"231","var828",0.679043953799962,0.248579575841945,1,1.18368881631516,0.11830374821192,0.0376658759656498,1
"232","var760",0.678214188052817,0.248842483425737,1,1.5405308283654,0.0617555577169581,0.0490208594545186,1
"233","var24",0.67676330630501,0.249302544479958,1,0.249974028111125,0.401310216474747,0.00795436318033153,1
"234","var431",0.676221016411254,0.249474615621795,1,1.41413882276366,0.0786999789780481,0.0449989699676644,1
"235","var40",0.67539888554454,0.249735602002142,1,0.514598347633522,0.303431255507588,0.0163749097456471,1
"236","var476",0.667549842880517,0.252234575247485,1,0.519759899233229,0.30163002842884,0.0165391542325977,1
"237","var463",0.665231642478391,0.25297515795706,1,1.18084483162416,0.118867733981854,0.0375753782156137,1
"238","var336",0.663447328317485,0.25354596165652,1,1.04231231535168,0.148665346395845,0.0331671684706133,1
"239","var67",0.661443762354559,0.254187710135228,1,0.936469595250218,0.174544355040541,0.0297991728350549,1
"240","var562",0.624719359621455,0.266099915992409,1,1.15778239985142,0.123511424284362,0.0368415141437013,1
"241","var549",0.622936287205365,0.26668540468159,1,1.03739265317025,0.149808200417814,0.0330106210884258,1
"242","var815",0.622735155419143,0.266751489073184,1,1.25648558176586,0.104507135956084,0.0399823242587937,1
"243","var214",0.622277161418671,0.266901999681449,1,0.46756499070568,0.320060749400655,0.0148782726533013,1
"244","var145",0.614793826080155,0.26936731322199,1,0.0233626145360537,0.490681103106319,0.000743416115130374,1
"245","var565",0.613727447019799,0.26971954924506,1,0.693299049317551,0.244081331192258,0.0220613016180978,1
"246","var23",0.610602523686439,0.27075307104552,1,0.640601787847333,0.260909298775669,0.0203844347871298,1
"247","var80",0.605879389963079,0.27231892219328,1,0.986593547545472,0.161951181328498,0.0313941550162151,1
"248","var599",0.602251356508181,0.273524765993884,1,0.0872864716980298,0.465224115717205,0.00277752173640697,1
"249","var18",0.592579760872129,0.276752161851221,1,1.24672420796651,0.10628628144864,0.0396717099404754,1
"250","var761",0.589254371148719,0.27786613531543,1,1.43373765141041,0.0758631470986571,0.0456226195609574,1
"251","var591",0.586183414740471,0.278896817253049,1,1.27405995550158,0.101358561839413,0.0405415541612643,1
"252","var168",0.583733540822613,0.279720382201161,1,0.682123407784139,0.247600458048308,0.0217056842277566,1
"253","var603",0.580447649740831,0.280826838228792,1,1.25592276256892,0.10460912751065,0.0399644149250475,1
"254","var178",0.57651138703571,0.28215507422642,1,1.08011451312328,0.140078567123936,0.0343700630767536,1
"255","var748",0.57468025219708,0.282773994145646,1,0.899125905677928,0.184320203638085,0.0286108683075962,1
"256","var505",0.574401231475,0.282868359851415,1,0.842035310398483,0.199909582982578,0.0267942022624655,1
"257","var782",0.564971302022632,0.286066456000499,1,0.492352153681392,0.311248890164591,0.0156670189803046,1
"258","var738",0.561775427110098,0.287154201680014,1,1.46029737459816,0.0721439463157137,0.0464677700983985,1
"259","var673",0.551594259968963,0.290632454198799,1,0.843506693291289,0.199498100406818,0.0268410227821617,1
"260","var172",0.548597650729851,0.291659946830539,1,0.79405649590869,0.213605121409393,0.0252674799933668,1
"261","var460",0.541498455993869,0.294100891052221,1,1.39022851122191,0.082268914052808,0.0442381257183836,1
"262","var350",0.539021069137371,0.294954918582281,1,1.44559020327978,0.0741857537050553,0.0459997767516269,1
"263","var156",0.52259214878477,0.30064715242356,1,1.10075477342922,0.13553523717188,0.0350268518153703,1
"264","var338",0.522447944874571,0.300697334663363,1,0.544672337393364,0.293004820487329,0.0173318869109909,1
"265","var330",0.520941971013433,0.301221631864348,1,0.463459244320758,0.321530378347245,0.0147476246891156,1
"266","var162",0.512815532167332,0.304057891251346,1,0.862888357309385,0.194125619594307,0.0274577620322511,1
"267","var807",0.511412835158444,0.304548658134627,1,1.13256643527488,0.128732557012444,0.0360391230245127,1
"268","var662",0.511179980836681,0.304630161864404,1,1.44708665320406,0.0739760042269918,0.0460473949232779,1
"269","var424",0.509037828092371,0.305380413581528,1,0.439279536967426,0.330241514242329,0.0139782080607728,1
"270","var628",0.508434942323903,0.305591711577429,1,1.33227569749994,0.0914232330018728,0.0423940232284172,1
"271","var879",0.50694015300891,0.306115881204056,1,0.311247763928206,0.377814349627892,0.00990413993029086,1
"272","var577",0.496242754840803,0.309878626770942,1,-0.0301678977300953,0.51203266256668,-0.000959965388186651,1
"273","var385",0.489851116417748,0.312136428418351,1,0.27556966784461,0.391446511932427,0.00876883585099856,1
"274","var500",0.485882755017203,0.313541792216491,1,0.448535106467649,0.326895829270331,0.0142727273026392,1
"275","var7",0.476556816922905,0.316855149017966,1,1.23848103024898,0.107805673729836,0.0394094057730355,1
"276","var623",0.473452773212506,0.317961251537407,1,0.932898689169872,0.17546464910764,0.0296855438950384,1
"277","var810",0.473144989707945,0.318071016667601,1,0.253959137001343,0.399770172713857,0.00808117236793187,1
"278","var687",0.466605246251134,0.320407058147868,1,0.737537646570487,0.230419633526477,0.0234690073377569,1
"279","var480",0.466442529362562,0.320465273116211,1,0.0163400878695502,0.493481950775783,0.000519953990000722,1
"280","var17",0.464690976505993,0.321092203056953,1,0.356314977461672,0.360811862075936,0.0113382128485037,1
"281","var149",0.460719038679362,0.322515760554021,1,0.702859545227289,0.241092352311004,0.0223655238496022,1
"282","var678",0.458544794491399,0.323296123581491,1,1.19364100273976,0.116345055006797,0.0379825620864354,1
"283","var608",0.455299469805761,0.324462358098347,1,0.538273944681926,0.295209132697813,0.0171282852017184,1
"284","var331",0.452115888503513,0.325608080683247,1,0.357764997275795,0.360269151203138,0.0113843535788322,1
"285","var754",0.448184402826757,0.327025239623356,1,0.119447617643725,0.452463406123649,0.00380091379469706,1
"286","var416",0.445225865950882,0.328093334983434,1,0.441941255929478,0.329277954580434,0.0140629059770648,1
"287","var646",0.44132821207442,0.329502620171864,1,0.490305353426357,0.311972536079109,0.015601888243687,1
"288","var1",0.440837672457233,0.329680158193132,1,0.382329480166968,0.351118779854245,0.0121660140566422,1
"289","var308",0.434223738272112,0.332077635012782,1,0.60529686512502,0.272508268656224,0.0192610053672463,1
"290","var223",0.43310303116178,0.332484564435012,1,0.887841386672578,0.187340067253462,0.0282517863535141,1
"291","var494",0.431019329054047,0.333241682876362,1,0.605398708858212,0.272474444442454,0.0192642461120852,1
"292","var448",0.429070824927378,0.333950292506155,1,0.618893466977903,0.268011115916263,0.0196936595512567,1
"293","var280",0.422960338679976,0.336176318508378,1,0.136814520581036,0.445592189173203,0.00435354181899535,1
"294","var433",0.421251416864523,0.336799905991885,1,0.227859424603045,0.409883660486036,0.00725065972273031,1
"295","var826",0.420051491417555,0.337238028648855,1,1.69115321932857,0.0454432151486476,0.0538137781823728,1
"296","var327",0.418310657739794,0.337874043012105,1,0.713717572968341,0.23772200261453,0.0227110345281598,1
"297","var299",0.413146667707528,0.33976342931736,1,0.138528783869946,0.444914792089448,0.00440809097712085,1
"298","var483",0.406964756871337,0.342030554221675,1,0.0349767085382718,0.486050040356822,0.00111298539559612,1
"299","var838",0.405582387126456,0.342538302065831,1,0.63618952098687,0.26234488128977,0.020244033108916,1
"300","var309",0.405125977854973,0.342706004910674,1,0.872178115839782,0.191582113513102,0.0277533691949901,1
"301","var583",0.403365148100213,0.343353293938312,1,0.260473092616771,0.397256222629266,0.00828845137646409,1
"302","var57",0.397677221648113,0.345447336095763,1,0.86446505677294,0.193692480368104,0.0275079338051114,1
"303","var843",0.396838878486699,0.345756379297906,1,0.963200910153775,0.167752834775704,0.0306497835510457,1
"304","var341",0.392949319152926,0.347191552407869,1,0.451416632366698,0.325857040175098,0.0143644196423905,1
"305","var711",0.382231662957049,0.351157468215846,1,1.77598153734807,0.0379064631790721,0.056513079604214,1
"306","var348",0.380872498490514,0.351661579252679,1,0.167158870444167,0.433626801108034,0.00531912204789451,1
"307","var668",0.377453383825468,0.352930873955954,1,0.519925909598483,0.301572175707393,0.0165444368083393,1
"308","var604",0.375901202953111,0.353507639553886,1,0.789632716311332,0.214894846248003,0.0251267119711325,1
"309","var708",0.36767840901265,0.356568686400304,1,1.08804973276603,0.138319767924521,0.034622567784667,1
"310","var188",0.366088517541971,0.357161620268028,1,0.325936116302975,0.372244977556397,0.0103715344440027,1
"311","var780",0.365148223416866,0.357512455990666,1,1.67013235062012,0.0474862056259922,0.0531448781956961,1
"312","var127",0.356590503468406,0.360710956306882,1,0.670206820953442,0.251382567742432,0.0213264893960472,1
"313","var55",0.34045545288137,0.36676796311324,1,0.820776236521444,0.205911633389515,0.0261177224066451,1
"314","var353",0.332994594169745,0.369580095803214,1,0.712892947079827,0.237977057245632,0.0226847943069068,1
"315","var414",0.327687898889416,0.371584551861449,1,0.390583610939735,0.348063052313727,0.0124286667586075,1
"316","var265",0.327414023425427,0.37168809580436,1,0.675376848290629,0.249737951961929,0.0214910035873933,1
"317","var897",0.324427008467975,0.372817996433925,1,0.389154001955752,0.348591602484208,0.0123831755163757,1
"318","var802",0.323571010182124,0.373141998019415,1,1.27709911495573,0.100821160763799,0.0406382625203044,1
"319","var866",0.323344853730907,0.373227614885209,1,1.00662431300551,0.157088502562383,0.0320315491665319,1
"320","var820",0.318040461140763,0.375237505633029,1,1.38074126902457,0.0837183226602415,0.0439362344755706,1
"321","var47",0.316639791796684,0.375768802742952,1,0.0817122545389972,0.467439836600441,0.00260014591835091,1
"322","var848",0.315260461658937,0.376292235935388,1,1.29784883209194,0.0972075334953919,0.0412985342582833,1
"323","var312",0.313451147960149,0.376979185982396,1,0.442274277209679,0.329157478334707,0.0140735029667982,1
"324","var878",0.306660852125896,0.379560747348449,1,-0.23955245469479,0.594655171814582,-0.00762274080943798,1
"325","var798",0.305781873778002,0.379895316568336,1,1.22460181427345,0.110399155439602,0.0389677585932794,1
"326","var418",0.305113478537734,0.380149790882423,1,0.63890021904918,0.26146244487146,0.0203302895773289,1
"327","var855",0.302611317203065,0.381102884639327,1,0.0951974322406687,0.462081419180167,0.00302925450135425,1
"328","var627",0.298554115763762,0.382649838323136,1,-0.807414846906949,0.790261933826339,-0.0256925528544692,1
"329","var869",0.298478847882116,0.382678554695952,1,0.705225525900686,0.240355740677562,0.0224408111492311,1
"330","var593",0.292348853144435,0.385019437288897,1,0.797222921416657,0.212684746943515,0.0253682380547708,1
"331","var86",0.289949761876616,0.385936734680194,1,0.757077646725764,0.224524250528299,0.0240907849638298,1
"332","var70",0.286347290068179,0.387315344743897,1,0.879649602062527,0.189551335104389,0.0279911175537361,1
"333","var207",0.284413631308946,0.388055913995184,1,0.893517885288049,0.185817166645749,0.0284324168450948,1
"334","var253",0.272508951227657,0.392624151449182,1,0.506951200372303,0.306108678858468,0.0161315717194176,1
"335","var329",0.268707482957162,0.394086062736427,1,-0.171606779128959,0.56812226597743,-0.00546065787599286,1
"336","var120",0.268496536990224,0.394167229099881,1,0.43718794979018,0.330999473866569,0.0139116521703195,1
"337","var576",0.262049521070646,0.396650070309217,1,0.586942422643338,0.278637960435526,0.0186769530855953,1
"338","var408",0.254509844336436,0.399559031709946,1,1.41442848418011,0.0786574744008866,0.0450081872136446,1
"339","var592",0.253282774851957,0.400032993110594,1,0.00236243974189124,0.499057583427465,7.51746245025815e-05,1
"340","var212",0.253040577583113,0.400126560388642,1,0.676535552325842,0.249370147082103,0.0215278744286732,1
"341","var296",0.251434151802184,0.400747310556955,1,-0.0400568616994126,0.515975091028132,-0.00127463972249067,1
"342","var581",0.250654812880158,0.40104855079657,1,-0.0250873505351288,0.510006721468072,-0.000798298522836892,1
"343","var113",0.250244113100094,0.401207323526122,1,0.198760774994722,0.421230055050838,0.00632471862080543,1
"344","var667",0.246092056237523,0.402813382648252,1,1.02171518287723,0.153489146366837,0.0325117520923071,1
"345","var298",0.240428340115546,0.405006810458783,1,-0.0563728564348824,0.522476184408498,-0.00179382705069026,1
"346","var594",0.238435736824596,0.405779214536297,1,0.869352111770133,0.192353694446189,0.0276634436019637,1
"347","var177",0.237954780748748,0.405965705376139,1,0.33123349858497,0.370242844770585,0.0105401011662916,1
"348","var665",0.236880249468019,0.406382432226653,1,0.87490337552372,0.190839837877351,0.0278400890252483,1
"349","var551",0.230515050776926,0.408853157011738,1,-0.0967621110111492,0.538539888661882,-0.00307904376664314,1
"350","var75",0.227370146450051,0.410075232990428,1,0.853229761378684,0.19679181864555,0.0271504181836705,1
"351","var122",0.226412522788551,0.410447529438166,1,1.07394935565652,0.141455490466546,0.0341738830898761,1
"352","var21",0.222470775579889,0.411980813763554,1,-0.148790638347976,0.5591367833687,-0.00473463097025036,1
"353","var141",0.221969729667191,0.412175810451124,1,1.79220870166776,0.0365880232043067,0.0570294402812056,1
"354","var624",0.219563489934949,0.413112570544014,1,1.13879438635156,0.127428991681749,0.036237301151687,1
"355","var490",0.219215585219864,0.413248052531047,1,1.40126092304299,0.080607311748809,0.0445891854306381,1
"356","var680",0.212566120368047,0.415839473512111,1,0.480941663695686,0.315292299001934,0.0153039285340783,1
"357","var758",0.196778427599999,0.422006718714321,1,1.20354572349432,0.114418666131806,0.0382977378135974,1
"358","var567",0.187190879181547,0.425761425177538,1,0.259825380948479,0.397506006670835,0.00826784069988834,1
"359","var358",0.184044813364331,0.426994983988005,1,0.407295748052974,0.341906427903015,0.0129604596377426,1
"360","var686",0.183824430929293,0.42708142191044,1,0.582874765112032,0.28000544105432,0.0185475171376221,1
"361","var115",0.182785678994187,0.42748888604761,1,0.762635770557176,0.222863092194515,0.0242676486799942,1
"362","var344",0.17260865005271,0.431484987418452,1,0.727779983338968,0.233395707907202,0.0231585110925215,1
"363","var875",0.16986654183668,0.432562919386226,1,0.0541172594728183,0.478422239050805,0.00172205224448225,1
"364","var808",0.166611915426488,0.433842975322487,1,0.378616707600909,0.35249643063984,0.0120478708174443,1
"365","var859",0.163871899158492,0.434921172311539,1,-0.170609005492419,0.567730022814267,-0.00542890796206473,1
"366","var863",0.161616995116111,0.435808841218309,1,0.505762348059172,0.30652585766591,0.0160937415370667,1
"367","var496",0.160590304793473,0.436213117164717,1,1.02500300230272,0.152712268640248,0.0326163730002445,1
"368","var79",0.160345158248039,0.436309657465546,1,0.440604187092146,0.329761840958205,0.0140203594324913,1
"369","var51",0.159485891529444,0.436648072211062,1,1.78316972600653,0.0373177221984918,0.0567418132195829,1
"370","var251",0.154794265274759,0.43849664033956,1,0.315767321405584,0.376097903112324,0.010047955677315,1
"371","var186",0.151444098853649,0.439817478485374,1,-0.119268409222827,0.54746561213306,-0.00379521124681411,1
"372","var507",0.149773386192818,0.440476425898791,1,0.595193147104898,0.275874233021772,0.0189394973961543,1
"373","var227",0.149016228542872,0.440775111614563,1,0.843404899363492,0.199526551363117,0.0268377836221682,1
"374","var68",0.148644097885406,0.440921923147614,1,0.600523687904595,0.274095865874217,0.0191091192476272,1
"375","var125",0.148319453720696,0.441050007130556,1,-0.268777060739981,0.605942358203362,-0.00855268994072223,1
"376","var703",0.147347661980745,0.441433451295417,1,0.41827449101508,0.337884588157418,0.0133098115661968,1
"377","var640",0.137564042111518,0.445296817797786,1,-0.10356151922553,0.541238707989033,-0.00329540609339041,1
"378","var201",0.128762749244019,0.448776739368129,1,0.680480712975032,0.248120006513455,0.0216534124329432,1
"379","var860",0.128451479422911,0.448899885406818,1,0.808610855816869,0.209393858391183,0.0257306107651582,1
"380","var614",0.120210812052449,0.452161852197442,1,0.42894705410281,0.333992573958776,0.0136494206188103,1
"381","var29",0.116296976498529,0.453712241951957,1,1.01096120433688,0.156048460333284,0.0321695523382376,1
"382","var561",0.115514012011984,0.454022483592355,1,-0.352565905781692,0.637783644052166,-0.0112189145439678,1
"383","var241",0.113847816427501,0.454682789677891,1,0.88127090036841,0.18911241584956,0.0280427084955876,1
"384","var893",0.111190649221232,0.455736072034213,1,0.797653747644622,0.212559699382602,0.0253819472721273,1
"385","var158",0.110405581738484,0.456047327163776,1,1.28370956837188,0.0996594467276952,0.0408486121620494,1
"386","var366",0.11023801660536,0.456113765090627,1,0.194483851321538,0.422903520272901,0.00618862366546895,1
"387","var547",0.108848751602716,0.4566646421069,1,0.49070574304826,0.311830921142354,0.0156146289451524,1
"388","var142",0.108426245127234,0.456832192669417,1,0.360648726673237,0.359190671684351,0.0114761160355737,1
"389","var553",0.102651011310555,0.459123195705804,1,-0.0836585222730262,0.533333912417419,-0.00266207763389595,1
"390","var461",0.10016501745364,0.460109798426814,1,0.786845408177712,0.215709786674521,0.0250380177121416,1
"391","var315",0.0991318958528839,0.460519880359257,1,-0.144870879883292,0.557589895247129,-0.00460990128275892,1
"392","var779",0.0970952816096721,0.4613284060943,1,0.59287753091955,0.276648528345181,0.0188658127327367,1
"393","var400",0.0941938994058453,0.462480515840103,1,0.0564613338406843,0.477488576587179,0.00179664246885318,1
"394","var812",0.0903230094422311,0.464018096195166,1,0.0291405398338446,0.488376987774899,0.00092727408067479,1
"395","var538",0.0883290127220339,0.464810355405116,1,0.642666976916476,0.260238756731119,0.0204501506697602,1
"396","var696",0.0866023501617457,0.465496509701146,1,0.324255306774938,0.372880961048246,0.0103180498099229,1
"397","var642",0.084194412237358,0.46645356531494,1,0.824203064783272,0.204936974893575,0.026226766681193,1
"398","var272",0.0834021266543955,0.466768508736723,1,1.30153036345982,0.0965764407189257,0.0414156833788586,1
"399","var49",0.0807965220243571,0.467804414900267,1,0.231739124086908,0.40837632288227,0.0073741147030672,1
"400","var271",0.0801545287226747,0.468059684944452,1,0.22214110086572,0.412107763704128,0.00706869832404783,1
"401","var428",0.0798677500210608,0.468173718442121,1,0.752129833006777,0.226008899833979,0.0239333417783643,1
"402","var535",0.0776372325589989,0.469060740656213,1,-0.341808530619421,0.633743413753147,-0.0108766067068123,1
"403","var450",0.0703159575691403,0.471973289069286,1,0.888550377285044,0.187149437319704,0.0282743469725737,1
"404","var111",0.064307668719596,0.474364633279903,1,-0.736638594894475,0.76930704760264,-0.0234403988314936,1
"405","var138",0.0641272089932166,0.474436472339866,1,0.543920306589233,0.29326350630266,0.0173079567203865,1
"406","var554",0.0603116570554734,0.475955593199093,1,1.38166378668423,0.0835765487854166,0.0439655896872325,1
"407","var60",0.0488845597381994,0.480507173161578,1,0.389115201091292,0.348605951912721,0.012381940843438,1
"408","var516",0.0478231277023641,0.480930095297565,1,0.556206406501988,0.289050632737297,0.0176989097386434,1
"409","var789",0.0464036363510274,0.48149571780644,1,0.552843042915626,0.290201087852778,0.0175918849582069,1
"410","var176",0.0449654734676841,0.482068818335254,1,0.140574874619936,0.444106483011758,0.00447319913674973,1
"411","var579",0.0418628209274458,0.48330533416226,1,0.508406617049811,0.305598302573125,0.0161778841820325,1
"412","var412",0.0388938301492074,0.484488731683449,1,-0.15694852352417,0.562353280611779,-0.00499422106433022,1
"413","var236",0.037121875216298,0.485195073539788,1,0.913705543058945,0.180463678902678,0.0290748034277463,1
"414","var854",0.0341303966502002,0.486387649786425,1,0.489434237249281,0.312280739666982,0.015574168666189,1
"415","var477",0.0341244672542212,0.486390013710825,1,0.682751570430931,0.247401937699805,0.0217256728396402,1
"416","var351",0.0333024637777809,0.486717733654243,1,0.782952560309158,0.216850954055938,0.0249141443402307,1
"417","var633",0.0324927746306729,0.487040552841548,1,0.539107495573278,0.294921533549346,0.0171548094233313,1
"418","var837",0.0311245098933924,0.487586092641373,1,0.598233535769304,0.274859208437437,0.019036244869597,1
"419","var851",0.0310036755142918,0.487634271557125,1,0.0348141730531325,0.486114839055604,0.00110781339317548,1
"420","var540",0.0305837075021648,0.487801722019158,1,0.724789278341991,0.234312122233075,0.0230633445910616,1
"421","var379",0.0215498665456146,0.491404184668893,1,0.56551366999893,0.285878274378785,0.0179950739226954,1
"422","var421",0.0213585346801921,0.491480491503804,1,0.435405364493167,0.331646003403015,0.0138549289540738,1
"423","var737",0.0160683402418421,0.493590436706378,1,0.894657065127107,0.185512473539229,0.0284686664116439,1
"424","var184",0.0140347717225693,0.494401557697491,1,0.0731492179598499,0.470845539976126,0.00232766359932086,1
"425","var218",0.0122651005168949,0.495107438030962,1,0.331254105939644,0.370235063093678,0.010540756907948,1
"426","var475",0.00746944328042256,0.497020383919169,1,-0.356319703492684,0.639189907230883,-0.0113383632343952,1
"427","var732",0.00682778058190637,0.497276343742069,1,0.427023768027867,0.334692644939471,0.013588220197089,1
"428","var85",0.00632715532660678,0.49747604438741,1,0.127035099745989,0.449459542044987,0.00404235323031251,1
"429","var805",0.00608409082153067,0.497573003647449,1,-0.376406911740702,0.646682687597258,-0.0119775534370376,1
"430","var124",0.00591052248062533,0.497642240738699,1,0.201009619141164,0.420350700985404,0.00639627854729832,1
"431","var139",0.00497886405448814,0.498013884097582,1,0.59665854798305,0.275384783437785,0.0189861275636068,1
"432","var729",0.00376720772862118,0.49849722259642,1,0.754912799439435,0.225173156052916,0.0240218978811375,1
"433","var464",0.00260805067512109,0.498959620829789,1,0.626055766285866,0.265657268798308,0.0199215693478554,1
"434","var404",0.0017852491182054,0.499287844698236,1,-0.127094847089722,0.550564100506745,-0.00404425443610858,1
"435","var575",-0.00258121532510419,0.501029674287403,1,-0.0876342956916008,0.534914107394756,-0.00278858975970765,1
"436","var273",-0.00284916963585783,0.501136563840399,1,0.708455702257042,0.239352058490158,0.0225435978109861,1
"437","var63",-0.00388088288426215,0.501548123352681,1,0.284784141580268,0.387912225929623,0.00906204739446526,1
"438","var263",-0.00499163803856048,0.501991211523049,1,0.214984469176357,0.414895262852126,0.00684096887537185,1
"439","var443",-0.00682073353930095,0.502720845179929,1,0.0246525953120459,0.490166656153423,0.000784464281875625,1
"440","var242",-0.00870840724418609,0.503473836346457,1,1.22411774573528,0.110490409612483,0.0389523551652275,1
"441","var601",-0.0116970814808654,0.504665989144117,1,0.0724989284314907,0.471104264403357,0.00230697089328247,1
"442","var78",-0.0123535301308292,0.504927834849934,1,0.727192749794741,0.233575491398675,0.0231398248757263,1
"443","var835",-0.0127273941454435,0.505076961622224,1,0.521545361171903,0.301008077444633,0.0165959689857631,1
"444","var653",-0.0129823850526814,0.505178671917213,1,1.13251462242972,0.128743440579199,0.0360374743004796,1
"445","var395",-0.0147943898015685,0.505901430885736,1,0.0630768752765059,0.474854240007779,0.00200715401524336,1
"446","var398",-0.0155833815075934,0.506216132108197,1,-0.101873926057744,0.540569041442876,-0.00324170559874844,1
"447","var143",-0.0180011443201795,0.507180468269824,1,-0.176643525638402,0.570101270449084,-0.00562093097030634,1
"448","var92",-0.0202208964309951,0.50806579009382,1,-0.262916476982366,0.603685665853463,-0.00836620172028961,1
"449","var794",-0.0204325512653614,0.508150204109187,1,0.594329912117901,0.276162756829749,0.0189120286041024,1
"450","var83",-0.0225334443454535,0.508988080082953,1,0.372790010978587,0.354662369822582,0.0118624609113601,1
"451","var658",-0.0234076697362951,0.509336726257718,1,0.159575482367522,0.436611826245656,0.00507781288727959,1
"452","var229",-0.0328509018137905,0.513102231812531,1,-0.661380587162464,0.745796576024149,-0.021045631942101,1
"453","var88",-0.0352928522417616,0.514075787251793,1,0.428125562545926,0.334291524162751,0.0136232801343672,1
"454","var150",-0.0353315426238549,0.514091211651726,1,0.874738232461448,0.190884767386472,0.0278348340477455,1
"455","var355",-0.0354635381578327,0.514143833147018,1,0.252362691675047,0.400386932587782,0.00803037226674196,1
"456","var466",-0.0373657504851441,0.514902143540998,1,-0.226286068166756,0.589504679144207,-0.00720059432753336,1
"457","var743",-0.0409682508291803,0.516338117922961,1,0.457654299700605,0.323612998673017,0.0145629069482394,1
"458","var163",-0.0454947012789106,0.518142080605625,1,0.697245835566856,0.242844996390084,0.0221868913501964,1
"459","var110",-0.0479346818479438,0.519114353896178,1,1.4448915394106,0.0742838371959363,0.0459775447373714,1
"460","var677",-0.0479844994889986,0.519134203856968,1,0.343831480647073,0.365495662326552,0.0109409785111041,1
"461","var130",-0.0524774046067017,0.520924211692986,1,0.578584605662482,0.281451240754324,0.0184110010098423,1
"462","var215",-0.052638114720239,0.520988232228965,1,0.169092861207983,0.432866129115216,0.00538066310093526,1
"463","var261",-0.0670458255177678,0.526725293570138,1,0.00391556598263738,0.498438018033129,0.000124596279532703,1
"464","var481",-0.0670686425665075,0.526734375096349,1,0.273892229590826,0.392090882120031,0.00871545849342263,1
"465","var96",-0.0670769091556195,0.526737665318861,1,0.0731773145830702,0.470834361720076,0.00232855765518308,1
"466","var486",-0.0674224907746136,0.526875210186112,1,0.781857643783486,0.21717255096441,0.0248793032658873,1
"467","var324",-0.0750083507694679,0.529893620434642,1,0.712709167520933,0.238033920225843,0.0226789463019456,1
"468","var275",-0.075560258621952,0.530113159377252,1,-0.19249112267348,0.576316291801592,-0.0061252135283988,1
"469","var69",-0.0756578330702343,0.530151971773874,1,-0.544911756675479,0.707077513445323,-0.0173395054141479,1
"470","var613",-0.0756984402149886,0.530168124080104,1,-0.166814587955388,0.566237760764088,-0.00530816671796258,1
"471","var225",-0.0830512742115754,0.533092016369653,1,0.55711522065362,0.288740137055169,0.0177278288942859,1
"472","var817",-0.0835906582319784,0.533306436816635,1,-0.338626887245678,0.632545588286387,-0.0107753644013765,1
"473","var90",-0.0836295130512805,0.533321882336712,1,1.00497471359683,0.157485292225366,0.0319790576621229,1
"474","var238",-0.0839104138345155,0.533433544176382,1,-0.123625241493008,0.549190852056834,-0.00393384895431786,1
"475","var509",-0.0849714739876623,0.533855306031673,1,-0.0195089425538525,0.507781955693007,-0.000620789349638283,1
"476","var8",-0.0906321464114065,0.5361047180931,1,-0.279838544159007,0.610191984379829,-0.00890467473327449,1
"477","var284",-0.0982080616599813,0.53911338209015,1,0.274088642558126,0.392015416811012,0.00872170850302178,1
"478","var674",-0.0992863609865281,0.539541434911913,1,0.804263038038236,0.210646739937982,0.025592259905613,1
"479","var42",-0.102199082807353,0.540697468463658,1,1.01689950885596,0.154631758870756,0.0323585136922514,1
"480","var369",-0.110708346128885,0.544072712819625,1,0.313760838372991,0.376859628894542,0.00998410786529627,1
"481","var692",-0.111642021465124,0.544442870896008,1,0.484319997553304,0.31409281898027,0.0154114296799012,1
"482","var772",-0.115480181367491,0.545964110728083,1,-0.055926696661562,0.52229848409591,-0.00177962990829006,1
"483","var718",-0.115574753838859,0.546001585739749,1,0.398846325914314,0.345013999898182,0.0126915926163856,1
"484","var605",-0.116282934341965,0.546282194235935,1,1.01131605135454,0.155963564839107,0.0321808438394917,1
"485","var636",-0.117824467093514,0.546892929008176,1,0.735987691372234,0.230890945274513,0.0234196865877042,1
"486","var257",-0.119199098665407,0.547437446213325,1,0.346147376633746,0.364625197907738,0.0110146720780121,1
"487","var436",-0.123578713723669,0.549171693397174,1,0.208066900391021,0.417593729092007,0.00662084658963172,1
"488","var861",-0.127099497963844,0.55056518029016,1,-0.0621979232166058,0.524795818392415,-0.00197918509401032,1
"489","var87",-0.128937900162617,0.5512925524967,1,0.913602908337924,0.180490649057627,0.0290715375130748,1
"490","var114",-0.130686007050371,0.551984039037114,1,0.430500310480559,0.333427614174206,0.0136988464148986,1
"491","var103",-0.132474453368149,0.552691318836183,1,-0.437525225064728,0.669122796574117,-0.0139223845253796,1
"492","var406",-0.136035674982732,0.554099179660167,1,0.0077848370401818,0.496894527290901,0.000247719419434148,1
"493","var570",-0.136607646925907,0.554325234707802,1,-0.552033454912842,0.709521668450301,-0.0175661232538841,1
"494","var710",-0.136660214135793,0.55434600946233,1,0.274713950287768,0.391775189681541,0.00874160626927626,1
"495","var410",-0.139178348245868,0.555341009423017,1,0.0385616572952382,0.48462091064833,0.0012270611842341,1
