"","attribute","t.stat.16","t.pval.16","t.pval.adj.16","t.stat","t.pval","cohen.d","t.pval.adj"
"89","simvar31",5.53807914109026,1.65271019535997e-08,1.50727169816829e-05,4.31992059050772,7.99864956530478e-06,0.138813029663177,0.00729476840355796
"90","simvar56",5.50592928734774,1.9812098483692e-08,1.80488217186434e-05,5.5451182397331,1.56613803322156e-08,0.178182595390585,1.47686816532794e-05
"91","var204",5.48408627342461,2.23965676050461e-08,2.03808765205919e-05,3.02010853537349,0.00127161065028262,0.0970458615901414,1
"92","var367",5.47658895075991,2.33568390326818e-08,2.12313666807078e-05,3.41871273829253,0.000317815992848917,0.109854304681723,0.283809681614083
"93","simvar22",5.38889105860638,3.80166401767252e-08,3.45191092804665e-05,4.37487570115125,6.2339556353812e-06,0.140578915226135,0.0057040694063738
"94","simvar52",5.33338532054683,5.15518998330805e-08,4.6757573148604e-05,4.63574071234958,1.83651071409289e-06,0.148961352305448,0.00169326287839365
"95","var266",5.33169302301302,5.20304522249989e-08,4.7139589715849e-05,3.78069211150656,7.93669508366438e-05,0.121485873461442,0.0713508888021428
"96","var565",5.30091036309823,6.15243790032955e-08,5.56795629979824e-05,2.76127347448108,0.00289229787843495,0.0887286533839355,1
"97","simvar18",5.27848516871225,6.94752228721812e-08,6.28056014764518e-05,5.04634501329522,2.35442583518517e-07,0.162155397384017,0.000218490717505184
"98","var898",5.25436678679504,7.91348583818147e-08,7.14587771187787e-05,3.33071045133272,0.000437152828780408,0.107026506389082,0.387754559128222
"99","simvar17",5.24991639985626,8.10539684452772e-08,7.31106795376401e-05,4.37381635332844,6.26415023516673e-06,0.140544874952091,0.00572543331494239
"100","simvar89",5.23632176420541,8.71992354504778e-08,7.85665111408805e-05,5.13701783214567,1.46395738165327e-07,0.165069008509274,0.000136148036493754
"101","simvar95",5.1945641130889,1.09025316380137e-07,9.81227847421235e-05,4.2489328308382,1.09905317606566e-05,0.13653196319858,0.0100123744339581
"102","simvar76",5.16892704708447,1.24949700496099e-07,0.000112329780745993,4.88560888055464,5.36259302090917e-07,0.156990425228952,0.00049711237303828
"103","var834",5.16602754283628,1.26886248259142e-07,0.000113943850936709,3.35654632003726,0.000398390844034354,0.107856696466358,0.354169460346541
"104","simvar60",5.16085614051532,1.30412407513928e-07,0.000116979929539994,5.53732208132784,1.63687985253034e-08,0.177932079589358,1.54194082108358e-05
"105","simvar39",5.15933481002619,1.31467639586217e-07,0.00011779500506925,3.98587269954172,3.42313333704269e-05,0.128078989806177,0.030945125366866
"106","var212",5.14208946363864,1.44021371297653e-07,0.000128899127311399,2.46350897417845,0.00690066185287879,0.079160516297348,1
"107","var429",5.1215693562259,1.60471323543076e-07,0.00014346136324751,1.70175854468153,0.0444401817733038,0.0546830096510358,1
"108","var781",5.09638550093482,1.83150158357273e-07,0.000163553091413044,2.89707704832687,0.00189377545178352,0.0930924617294047,1
"109","var849",5.08366406060416,1.95753090172663e-07,0.000174611756434016,2.58710949056634,0.00485717864341075,0.0831322009124394,1
"110","var736",5.01306266877048,2.82422494743821e-07,0.000251638442816745,2.88988521988174,0.00193754826104364,0.0928613650056642,1
"111","var116",5.00235551080771,2.9844419765931e-07,0.000265615335916786,3.53685643853495,0.000204817040147312,0.113650644133495,0.183106433891697
"112","var44",4.98806431443732,3.21199799052976e-07,0.000285546621358095,3.13103105007535,0.000877414458555234,0.100610160979685,0.773879552445717
"113","var428",4.9823846698491,3.30700322239401e-07,0.000293661886148588,3.05205988317941,0.00114404000377902,0.0980725618032213,1
"114","var734",4.97779421806295,3.3857634207232e-07,0.000300317215418148,2.32551891056605,0.0100476404938668,0.0747264489592722,1
"115","var666",4.94949980203338,3.91265679746591e-07,0.00034666139225548,3.82485843657225,6.6446949591056e-05,0.122905080426711,0.0598687015815415
"116","simvar71",4.92392172356029,4.45629666451318e-07,0.000394382254809417,4.627558031477,1.91014806142905e-06,0.148698416286396,0.00175924636457615
"117","simvar28",4.91213340678987,4.73068889810098e-07,0.000418192898592127,3.56122145755311,0.000186771734095703,0.114433571050055,0.16734747374975
"118","var114",4.88523928668782,5.41894535301205e-07,0.000478492874670964,3.41809779624882,0.000318532777391136,0.109834544603646,0.284131237432894
"119","var665",4.87816229185335,5.61549966522182e-07,0.000495287070472565,3.32835632726557,0.000440853346545129,0.106950860763864,0.390596065038984
"120","simvar72",4.87400713188277,5.734082985246e-07,0.000505172711000172,4.22731367110797,1.20958580572958e-05,0.135837269627703,0.0109951349740818
"121","var227",4.85135099440171,6.42427804277399e-07,0.000565336467764111,2.5558027152097,0.00531596086271798,0.0821262128982643,1
"122","simvar45",4.84494693674576,6.63343622255172e-07,0.000583079043962296,2.60361938184891,0.00462974424498373,0.0836627171523396,1
"123","var739",4.80154719814074,8.23362813868235e-07,0.00072291255057631,1.59584105120072,0.055302664261984,0.0512795377916901,1
"124","var209",4.74962238590029,1.06381380029579e-06,0.000932964702859404,2.78442167877072,0.00269409773936313,0.0894724801051416,1
"125","simvar24",4.6979880290152,1.36905964535662e-06,0.0011992962493324,4.18270191263499,1.47201227386358e-05,0.134403749445447,0.0133658714466813
"126","var211",4.69199449112183,1.40951144638275e-06,0.0012333225155849,2.86950261914911,0.00206664761675232,0.0922064060774077,1
"127","var213",4.68562597939571,1.45375061270037e-06,0.00127057803550013,1.80087162060886,0.035900180829554,0.057867833552415,1
"128","var570",4.6653508004372,1.60364477560791e-06,0.00139998188910571,1.9191764685774,0.0275174596907414,0.0616693512021699,1
"129","simvar46",4.65591672095037,1.67834464269693e-06,0.00146351652843173,4.13870951206196,1.78321728273594e-05,0.132990131237021,0.0161381164087602
"130","var495",4.6125662085551,2.06667136240324e-06,0.00180007075665322,2.66425057512771,0.00387388466146727,0.0856109936205732,1
"131","simvar10",4.57976380180164,2.41633130310033e-06,0.00210220823369729,3.36276664163182,0.000389547609086095,0.108056575530782,0.346697372086625
"132","var848",4.54654714924277,2.82780867506052e-06,0.00245736573862759,2.65188129371771,0.00401843700413977,0.0852135285766437,1
"133","var269",4.49888303032641,3.53719315805941e-06,0.00307028366119557,2.50610123981268,0.00612374151302053,0.080529143638762,1
"134","var810",4.44317797810548,4.58235486126585e-06,0.00397290166471749,0.788419606979912,0.21524961895361,0.025334473631579,1
"135","var733",4.42435558486662,4.9979420042887e-06,0.00432821777571402,1.13507711288079,0.128206391122901,0.0364737012264838,1
"136","simvar69",4.39659046381233,5.67730330770003e-06,0.00491086736116052,3.6397398113703,0.000138226359030168,0.116956619876804,0.12398904405006
"137","var473",4.38093459473121,6.09836934276925e-06,0.00526899111215264,2.14463556092964,0.0160218113557737,0.0689140815204295,1
"138","var189",4.36170191737106,6.65651553358453e-06,0.00574457290548345,1.47593222081591,0.0700214197197327,0.047426478995735,1
"139","simvar20",4.34103910637114,7.31037786385134e-06,0.00630154571863986,3.96138894745433,3.79233771697296e-05,0.127292247611832,0.0342448095842658
"140","var847",4.33165483118646,7.62716923840053e-06,0.00656699271426285,2.63210322071472,0.00425962776440082,0.084577995080848,1
"141","var418",4.33122504962128,7.64198681806054e-06,0.00657210866353207,1.97623774388452,0.0240991165340907,0.0635029146522089,1
"142","var489",4.32320961437825,7.9234181827082e-06,0.00680621621894635,1.92721815118213,0.0270125110055792,0.0619277564905462,1
"143","var600",4.28013074964309,9.61338137303349e-06,0.00824828121806273,1.76975528003211,0.0384230303923005,0.056867964824045,1
"144","simvar87",4.27834587246712,9.69033204709792e-06,0.00830461456436292,3.3451111948288,0.000415135871153711,0.107489248884508,0.368640653584496
"145","var843",4.27088679770629,1.00183096502405e-05,0.0085756730606059,2.56283037230497,0.00520974479245671,0.0823520342652059,1
"146","var307",4.26789098129379,1.015299069706e-05,0.00868080704598626,1.6017793014483,0.0546427146236225,0.0514703529908344,1
"147","var167",4.25894572732549,1.05654767772589e-05,0.00902291716777913,2.26091009399287,0.0119098592943105,0.0726503585813187,1
"148","var738",4.24121327384099,1.14308131659938e-05,0.00975048363059273,1.18552614808612,0.117940864247662,0.0380947920020468,1
"149","simvar81",4.23738331364285,1.16263768293603e-05,0.00990567305861499,4.44707395400348,4.47364435834746e-06,0.14289887875436,0.00409785823224627
"150","var364",4.23094888258355,1.19621187453735e-05,0.0101797630523129,1.66420596174249,0.0480758159336526,0.0534763236251629,1
"151","var631",4.17638993712224,1.52041937373683e-05,0.0129235646767631,3.14848202238018,0.000826802773463597,0.101170917198567,0.730405581956904
"152","var808",4.16989537288619,1.56415884756112e-05,0.0132797086157939,2.41790084826926,0.0078279428103645,0.0776949796047001,1
"153","var403",4.15600466951343,1.66175847769143e-05,0.0140917118908234,1.60049391804428,0.0547850353473743,0.0514290494620187,1
"154","var870",4.14364880530778,1.75341299216893e-05,0.0148514080436708,2.92338093113386,0.00174122808739654,0.0939376906144833,1
"155","var883",4.11955479169392,1.94613078609313e-05,0.0164642664503479,1.77942297743163,0.0376241591943783,0.0571786192302496,1
"156","var440",4.0814583259609,2.29242963462866e-05,0.0193710304126122,0.993157125552647,0.160347509130236,0.0319133527205259,1
"157","var23",4.07617467910862,2.34484182639923e-05,0.0197904650148095,1.68272191568841,0.0462545011625226,0.0540713011509039,1
"158","var821",4.06558646115951,2.45331461454504e-05,0.0206814422006147,1.54629704008014,0.0610570017779526,0.0496875283690112,1
"159","var19",4.05004959075143,2.62113426427943e-05,0.0220699505052328,2.20056052932089,0.0139127909428013,0.0707111317516917,1
"160","var805",4.00517379219193,3.16910195948182e-05,0.0266521474792421,1.65005160959237,0.0495064638417378,0.0530214984811096,1
"161","var783",3.99891030070341,3.25370662568828e-05,0.0273311356557816,1.30489789219293,0.0960023132058453,0.0419305924776513,1
"162","var833",3.99530811808045,3.30332754415897e-05,0.0277149180954938,2.30820514279135,0.0105199064031112,0.0741701015659957,1
"163","var203",3.98278778746607,3.4814291799307e-05,0.0291743765278193,0.410419871243198,0.340760261568953,0.0131881187553366,1
"164","var746",3.97594533599655,3.58256587075602e-05,0.0299860763382279,1.31835465047565,0.0937311965043574,0.0423630016730365,1
"165","var214",3.9725952235281,3.63309108780571e-05,0.0303726414940557,2.62207625182353,0.00438678465101302,0.0842557961188619,1
"166","var650",3.96022040795927,3.82563064115268e-05,0.0319440158536249,2.11701824184131,0.0171607308868095,0.0680266476767959,1
"167","var613",3.90233456054967,4.86161954346741e-05,0.0405459069925182,1.32116454417807,0.0932620158052736,0.0424532926516999,1
"168","var326",3.89095114744035,5.09433742644621e-05,0.0424358307622969,0.85291000900622,0.196880800305717,0.0274067589669018,1
"169","var210",3.87412653477538,5.45763372121462e-05,0.0454075125605056,1.50566410300963,0.066117213836395,0.0483818605955654,1
"170","var786",3.87150614797062,5.51637091930343e-05,0.0458410423394115,2.43219710737974,0.00752612533464205,0.0781543646786612,1
"171","var154",3.85142296389954,5.98676474601992e-05,0.0496901473919653,1.37842318994804,0.0840758765580055,0.0442931982534845,1
"172","var830",3.84160292874074,6.23031179518342e-05,0.0516492847820705,0.942487621132593,0.173000719033236,0.0302851775555623,1
"173","var832",3.83605138372624,6.37209960449534e-05,0.0527609847252214,2.104632991908,0.0176935539583256,0.0676286695125315,1
"174","var626",3.81955403225544,6.81161437374972e-05,0.0563320508709102,1.96332831940421,0.0248395049736755,0.063088093063299,1
"175","var663",3.81443820986627,6.95361093633928e-05,0.0574368263341624,1.33589887647231,0.0908301477348411,0.0429267544348451,1
"176","var226",3.81409545010586,6.96322372729664e-05,0.0574465957501973,1.44847274882373,0.0737826462693394,0.0465441172901609,1
